budget,genres,homepage,id,keywords,original_language,overview,popularity,revenue,runtime,tagline,title,vote_average,vote_count,movie_id,cast,director,year,imdb_id,poster_path,num_critic_for_reviews,num_user_for_reviews,imdb_score,movie_facebook_likes
210000,"['Adventure', 'Horror', 'Science Fiction']",0,35073,"['monster', 'atomic bomb', 'lighthouse', 'arctic', 'rampage', 'stop motion', 'b movie', 'giant monster', 'dinosaur', 'new york city', 'sea monster', 'amusement park', 'roller coaster', 'beast', 'rhedosaurus']",en,"The Beast from 20,000 Fathoms is a 1953 science fiction film directed by Eugène Lourié and stars Paul Christian, Paula Raymond and Cecil Kellaway with visual effects by Ray Harryhausen. The film is about an atomic bomb test in the Arctic Circle that unfreezes a hibernating fictional dinosaur, a Rhedosaurus, that begins to wreak havoc in New York City.",2.043661,5000000,80,It's alive !,"The Beast From 20,000 Fathoms",6.7,41,35073,"['Paul Hubschmid', 'Paula Raymond', 'Cecil Kellaway', 'Kenneth Tobey', 'Donald Woods']",['Eugène Lourié'],1953,tt0045546,posters/poster_35073.jpg,67,88,6.7,465
21000000,['Drama'],http://www.thebeaver-movie.com/,50780,"['puppet', 'woman director']",en,"Suffering from a severe case of depression, toy company CEO Walter Black (Mel Gibson) begins using a beaver hand puppet to help him open up to his family. With his father seemingly going insane, adolescent son Porter (Anton Yelchin) pushes for his parents to get a divorce. Jodie Foster directs and co-stars as Walter's wife in this dark comedy that also features Riley Thomas Stewart and Jennifer Lawrence.",13.847872,970816,91,He's here to save Walter's life.,The Beaver,6.3,276,50780,"['Jodie Foster', 'Mel Gibson', 'Jennifer Lawrence', 'Anton Yelchin', 'Zachary Booth']",['Jodie Foster'],2011,tt1321860,posters/poster_50780.jpg,276,148,6.7,17000
9000000,"['Drama', 'Comedy']",http://www.universalpictures.com/bestman/,16162,[],en,"Harper, a writer who's about to explode into the mainstream leaves behind his girlfriend Robin and heads to New York City to serve as best man for his friend Lance's wedding. Once there, he reunites with the rest of his college circle.",3.951041000000001,34573780,120,0,The Best Man,6.8,38,16162,"['Nia Long', 'Morris Chestnut', 'Harold Perrineau', 'Terrence Howard', 'Sanaa Lathan']",['Malcolm D. Lee'],1999,tt0168501,posters/poster_16162.jpg,32,79,6.7,0
17000000,['Comedy'],0,146304,['best man'],en,"When college friends reunite after 15 years over the Christmas holidays, they discover just how easy it is for long-forgotten rivalries and romances to be reignited.",7.210095,71625195,123,Times change. Friendship doesn't.,The Best Man Holiday,6.7,110,146304,"['Terrence Howard', 'Harold Perrineau', 'Morris Chestnut', 'Sanaa Lathan', 'Taye Diggs']",['Malcolm D. Lee'],2013,tt2083355,posters/poster_146304.jpg,56,64,6.7,7000
26000000,"['Drama', 'Romance']",0,239571,['high school sweetheart'],en,A pair of former high school sweethearts reunite after many years when they return to visit their small hometown.,33.93914,35926213,117,You never forget your first love.,The Best Of Me,7.2,765,239571,"['Michelle Monaghan', 'James Marsden', 'Liana Liberato', 'Luke Bracey', 'Gerald McRaney']",['Michael Hoffman'],2014,tt1972779,posters/poster_239571.jpg,85,99,6.7,19000
73000000,"['Drama', 'Mystery', 'Thriller', 'Crime']",0,9481,"['paraplegic', 'investigation', 'psychopath']",en,"Rookie cop, Amelia Donaghy reluctantly teams with Lincoln Rhyme – formerly the department's top homicide detective but now paralyzed as a result of a spinal injury – to catch a grisly serial killer dubbed 'The Bone Collector'. The murderer's special signature is to leave tantalizing clues based on the grim remains of his crimes.",33.884459,151493655,118,Serial killer vs. forensic genius,The Bone Collector,6.5,826,9481,"['Denzel Washington', 'Angelina Jolie', 'Queen Latifah', 'Michael Rooker', 'Michael McGlone']",['Phillip Noyce'],1999,tt0145681,posters/poster_9481.jpg,75,397,6.7,0
130000000,"['Action', 'Thriller']",http://www.thebournelegacy.com/,49040,"['assassin', 'wolf', 'maryland', 'suicide by gunshot', 'rooftop', 'exploding house', 'laptop', 'tracking device', 'fake id', 'seoul south korea', 'pharmaceutical lab', 'government conspiracy', 'roof chase', 'manila philippines', 'hunted', 'false passport', 'alberta canada', 'lieutenant general']",en,"New CIA operative, Aaron Cross experiences life-or-death stakes that have been triggered by the previous actions of Jason Bourne.",90.33681,276572938,120,There Was Never Just One,The Bourne Legacy,6.0,2651,49040,"['Jeremy Renner', 'Rachel Weisz', 'Edward Norton', 'Scott Glenn', 'Stacy Keach']",['Tony Gilroy'],2012,tt1194173,posters/poster_49040.jpg,436,504,6.7,31000
13000000,"['Crime', 'Thriller']",http://www.call-movie.com/,158011,"['underground', 'gas station', 'kidnapping', 'murder', 'suspense', 'serial killer', 'american flag', 'multiple stabbings', 'violence', 'person on fire', 'cell phone', 'psycho']",en,"Jordan Turner is an experienced 911 operator but when she makes an error in judgment and a call ends badly, Jordan is rattled and unsure if she can continue. But when teenager Casey Welson is abducted in the back of a man's car and calls 911, Jordan is the one called upon to use all of her experience, insights and quick thinking to help Casey escape, and not just to save her, but to make sure the man is brought to justice.",34.532418,68572378,94,There are 188 million 911 calls a year. This one made it personal.,The Call,6.6,1257,158011,"['Halle Berry', 'Abigail Breslin', 'Morris Chestnut', 'Michael Imperioli', 'Ella Rae Peck']",['Brad Anderson'],2013,tt1911644,posters/poster_158011.jpg,285,266,6.7,23000
105000000,"['Action', 'Science Fiction']",0,2789,"['prison', 'dystopia', 'matter of life and death', 'outer space', 'intergalactic travel']",en,"After years of outrunning ruthless bounty hunters, escaped convict Riddick suddenly finds himself caught between opposing forces in a fight for the future of the human race. Now, waging incredible battles on fantastic and deadly worlds, this lone, reluctant hero will emerge as humanity's champion - and the last hope for a universe on the edge of annihilation.",27.835436,115772733,119,All the power in the universe can't change destiny,The Chronicles Of Riddick,6.3,1570,2789,"['Vin Diesel', 'Thandie Newton', 'Karl Urban', 'Colm Feore', 'Linus Roache']",['David Twohy'],2004,tt0296572,posters/poster_2789.jpg,207,666,6.7,0
45000000,"['Drama', 'Thriller', 'Crime', 'Mystery']",0,10731,"['suicide', 'brother brother relationship', 'witness protection', 'principal witness ', 'brother', 'investigation', 'search for witnesses', 'lawyer', 'gangster']",en,"A street-wise kid, Mark Sway, sees the suicide of Jerome Clifford, a prominent Louisiana lawyer, whose current client is Barry 'The Blade' Muldano, a Mafia hit-man. Before Jerome shoots himself, he tells Mark where the body of a Senator is buried. Clifford shoots himself and Mark is found at the scene, and both the FBI and the Mafia quickly realize that Mark probably knows more than he says.",17.746719,117615211,119,A district attorney out for a conviction. A new lawyer out of her league. A young boy who knew too much.,The Client,6.4,278,10731,"['Susan Sarandon', 'Tommy Lee Jones', 'Mary-Louise Parker', 'Anthony LaPaglia', 'Bradley Whitford']",['Joel Schumacher'],1994,tt0109446,posters/poster_10731.jpg,39,94,6.7,1000
0,"['Mystery', 'Drama', 'Crime', 'Thriller']",0,13551,"['prostitute', 'fire', 'newspaper', 'independent film', 'woman director']",en,The clues to a young woman's death come together as the lives of seemingly unrelated people begin to intersect.,3.069605,0,85,One life ends. Seven others begin.,The Dead Girl,6.4,66,13551,"['Brittany Murphy', 'Toni Collette', 'Rose Byrne', 'Josh Brolin', 'James Franco']",['Karen Moncrieff'],2006,tt0783238,posters/poster_13551.jpg,85,73,6.7,799
0,['Drama'],http://www.thedirtiesthemovie.com/,159770,[],en,Two best friends are filming a comedy about getting revenge on the bullies at their high school. One of them isn't joking.,0.833937,0,83,0,The Dirties,6.0,42,159770,"['Matt Johnson', 'Owen Williams', 'Krista Madison', 'Brandon Wickens', 'Jay McCarroll']",['Matt Johnson'],2013,tt2334896,posters/poster_159770.jpg,73,40,6.7,1000
19000000,"['Crime', 'Drama', 'Horror', 'Thriller']",0,8643,"['epilepsy', 'possession', 'teenage girl', 'spirit', 'umbrella', 'cross', 'prosecutor', 'catholicism', 'negligent homicide', 'archdiocese', 'agnostic', 'malnutrition', 'burning', 'psychotic epileptic disorder']",en,"When a younger girl called Emily Rose (Carpenter) dies, everyone puts blame on the exorcism which was performed on her by Father Moore (Wilkinson) prior to her death. The priest is arrested on suspicion of murder. The trail begins with lawyer Erin Bruner (Linney) representing Moore, but it is not going to be easy, as no one wants to believe what Father Moore says is true.",32.602868,144216468,122,What happened to Emily?,The Exorcism Of Emily Rose,6.3,659,8643,"['Laura Linney', 'Tom Wilkinson', 'Campbell Scott', 'Jennifer Carpenter', 'Kenneth Welsh']",['Scott Derrickson'],2005,tt0404032,posters/poster_8643.jpg,233,522,6.7,0
100000000,"['Action', 'Adventure', 'Thriller']",http://theexpendables2film.com/,76163,"['airplane', 'number in title', 'airplane crash', 'violence', 'beard', 'ensemble cast', 'loss of friend', 'wisecrack humor', 'airport lounge', 'asian woman']",en,"Mr. Church reunites the Expendables for what should be an easy paycheck, but when one of their men is murdered on the job, their quest for revenge puts them deep in enemy territory and up against an unexpected threat.",53.73289200000001,312573423,103,Back for War.,The Expendables 2,6.1,2896,76163,"['Sylvester Stallone', 'Jason Statham', 'Dolph Lundgren', 'Bruce Willis', 'Arnold Schwarzenegger']",['Simon West'],2012,tt1764651,posters/poster_76163.jpg,383,474,6.7,108000
19000000,"['Drama', 'History']",0,17277,"['roman empire', 'ancient rome']",en,"Drawn from the same events that later inspired Gladiator, the film charts the power-hungry greed and father-son betrayal that led to Rome's collapse at the bloody hands of the Barbarians.",4.2299419999999985,4750000,188,The Most Magnificent Re-Creation . . . Of An Ancient Empire . . . Launches A New Epoch In Motion Pictures . . .,The Fall Of The Roman Empire,6.0,33,17277,"['Sophia Loren', 'Stephen Boyd', 'Alec Guinness', 'Christopher Plummer', 'Anthony Quayle']",['Anthony Mann'],1964,tt0058085,posters/poster_17277.jpg,30,91,6.7,560
60000000,"['Comedy', 'Drama', 'Romance', 'Fantasy']",0,5994,"['workaholic', 'second chance', 'guardian angel', 'christmas', 'career vs family', 'life reprioritizing']",en,"Jack's lavish, fast-paced lifestyle changes one Christmas night when he stumbles into a grocery store holdup and disarms the gunman. The next morning he wakes up in bed lying next to Kate, his college sweetheart he left in order to pursue his career, and to the horrifying discovery that his former life no longer exists. As he stumbles through this alternate suburban universe, Jack finds himself at a crossroad where he must choose between his high-power career and the woman he loves.",19.705489,0,125,"What if you made different choices? What if you said yes, instead of no? What if you got a second chance?",The Family Man,6.5,521,5994,"['Nicolas Cage', 'Téa Leoni', 'Don Cheadle', 'Saul Rubinek', 'Amber Valletta']",['Brett Ratner'],2000,tt0218967,posters/poster_5994.jpg,121,322,6.7,0
80000000,"['Action', 'History', 'War']",0,13922,"['based on novel', 'world war ii', 'prisoners of war', 'narration', 'archive footage', 'rescue mission', 'soldier', '1940s', 'inspired by true events', 'fictionalized history']",en,"As World War II rages, the elite Sixth Ranger Battalion is given a mission of heroic proportions: push 30 miles behind enemy lines and liberate over 500 American prisoners of war.",8.923214999999997,10166502,132,The most daring rescue mission of our time is a story that has never been told,The Great Raid,6.8,91,13922,"['Benjamin Bratt', 'James Franco', 'Connie Nielsen', 'Marton Csokas', 'Joseph Fiennes']",['John Dahl'],2005,tt0326905,posters/poster_13922.jpg,81,183,6.7,0
6000000,['Drama'],0,32395,['woman director'],en,"Teenagers Rose and Bennett were in love, and then a car crash claimed Bennett's life. He left behind a grieving mother, father and younger brother, and Rose was left all alone. She has no family to turn to for support, so when she finds out she's pregnant, she winds up at the Brewer's door. She needs their help, and although they can't quite admit it, they each need her so they can begin to heal.",6.903186,0,99,0,The Greatest,6.2,34,32395,"['Pierce Brosnan', 'Susan Sarandon', 'Carey Mulligan', 'Aaron Taylor-Johnson', 'Johnny Simmons']",['Shana Feste'],2009,tt1226232,posters/poster_32395.jpg,63,50,6.7,0
4000000,"['Action', 'Drama', 'Romance']",0,27191,"['circus', 'travelling circus']",en,"To ensure a full profitable season, circus manager Brad Braden engages The Great Sebastian, though this moves his girlfriend Holly from her hard-won center trapeze spot. Holly and Sebastian begin a dangerous one-upmanship duel in the ring, while he pursues her on the ground.",8.988455,36000000,152,0,The Greatest Show On Earth,6.6,50,27191,"['Betty Hutton', 'Cornel Wilde', 'Charlton Heston', 'Dorothy Lamour', 'Gloria Grahame']",['Cecil B. DeMille'],1952,tt0044672,posters/poster_27191.jpg,44,107,6.7,625
7000000,"['Drama', 'Romance']",0,24985,[],en,"Drama set in 1930s London with two sisters, Madeleine married to Rickie, and Dinah, who falls in love with him. Rickie and Dinah begin an affair which is to have repercussions throughout all their lives.",1.498245,0,96,0,The Heart Of Me,7.7,5,24985,"['Helena Bonham Carter', 'Olivia Williams', 'Paul Bettany', 'Eleanor Bron', 'Tom Ward']","[""Thaddeus O'Sullivan""]",2002,tt0301390,posters/poster_24985.jpg,39,25,6.7,97
25000000,"['Comedy', 'Drama']",0,9903,"['flying', '1970s', 'false identity', 'biography']",en,"In what would cause a fantastic media frenzy, Clifford Irving sells his bogus biography of Howard Hughes to a premiere publishing house in the early 1970s.",5.073536,11772461,116,Never let the truth get in the way of a good story.,The Hoax,6.4,60,9903,"['Richard Gere', 'Alfred Molina', 'Marcia Gay Harden', 'Hope Davis', 'Julie Delpy']",['Lasse Hallström'],2006,tt0462338,posters/poster_9903.jpg,142,74,6.7,348
1400000,"['Drama', 'Foreign']",0,44413,"['hotel', 'teenage girl', 'doctor', 'woman director', 'spanish movie']",es,"Amalia is an adolescent girl who is caught in the throes of her emerging sexuality and her deeply held passion for her Catholic faith. These two drives mingle when the visiting Dr. Jano takes advantage of a crowd to get inappropriately close to the girl. Repulsed by him but inspired by an inner burning, Amalia decides it is her God-given mission to save the doctor from his behavior, and she begins to stalk Dr. Jano, becoming a most unusual voyeur.",0.6848810000000001,0,106,She is both temptation and salvation.,The Holy Girl,6.8,10,44413,"['María Alché', 'Mercedes Morán', 'Carlos Belloso', 'Alejandro Urdapilleta', 'Mía Maestro']",['Lucrecia Martel'],2004,tt0300270,posters/poster_44413.jpg,78,37,6.7,57
125000000,"['Science Fiction', 'Adventure', 'Thriller']",http://www.thehungergames.movie/,131631,"['resistance', 'post-apocalyptic', 'dystopia', 'war', 'sequel', 'female protagonist', 'bow and arrow', 'game', 'future war', 'revolt', 'class prejudice', 'human subjugation', 'based on young adult novel']",en,Katniss Everdeen reluctantly becomes the symbol of a mass rebellion against the autocratic Capitol.,206.227151,752100229,123,Fire burns brighter in the darkness,The Hunger Games: Mockingjay - Part 1,6.6,5584,131631,"['Jennifer Lawrence', 'Josh Hutcherson', 'Liam Hemsworth', 'Woody Harrelson', 'Donald Sutherland']",['Francis Lawrence'],2014,tt1951265,posters/poster_131631.jpg,403,591,6.7,52000
80000000,"['Fantasy', 'Drama']",0,4958,"['competition', 'world war i', 'great depression', 'caddy', 'savannah']",en,"World War I has left golfer Rannulph Junuh a poker-playing alcoholic, his perfect swing gone. Now, however, he needs to get it back to play in a tournament to save the financially ravaged golf course of a long-ago sweetheart. Help arrives in the form of mysterious caddy Bagger Vance.",16.848899,39459427,126,It Was Just A Moment Ago.,The Legend Of Bagger Vance,6.3,251,4958,"['Matt Damon', 'Bruce McGill', 'Charlize Theron', 'Will Smith', 'Joel Gretsch']",['Robert Redford'],2000,tt0146984,posters/poster_4958.jpg,125,267,6.7,0
40000000,"['Action', 'Adventure', 'Thriller']",http://www.mgm.com/view/movie/1132/The-Living-Daylights/,708,"['london england', 'smuggling of arms', 'prison', 'england', 'assassination', 'spy', 'falsely accused', 'secret identity', 'country estate', 'arms deal', 'russia', 'drug traffic', 'secret mission', 'secret intelligence service', 'kgb', 'villain', 'renegade', 'special car', 'tangier morocco', 'big wheel', 'pipeline', 'cello', 'orchestra', 'freedom fighter', 'czechoslovakia', 'bratislava', 'afghanistan', 'airplane', 'schloss schönbrunn', 'escape', 'moscow', 'vienna']",en,James Bond helps a Russian General escape into the west. He soon finds out that the KGB wants to kill him for helping the General. A little while later the General is kidnapped from the Secret Service leading 007 to be suspicious.,23.331459,191185897,130,Licensed to thrill.,The Living Daylights,6.2,440,708,"['Timothy Dalton', ""Maryam d'Abo"", 'Jeroen Krabbé', 'Joe Don Baker', 'John Rhys-Davies']",['John Glen'],1987,tt0093428,posters/poster_708.jpg,105,271,6.7,0
65000000,"['Crime', 'Action', 'Mystery', 'Thriller']",0,11412,"['assassination', 'amnesia', 'hostage', 'chase', 'dark comedy', 'teacher', 'escape', 'single mother', 'timebomb', 'candlelight vigil', 'rogue agent', 'street shootout', 'ex cia agent', 'christmas parade']",en,"Samantha Caine, suburban homemaker, is the ideal mom to her 8 year old daughter Caitlin. She lives in Honesdale, PA, has a job teaching school and makes the best Rice Krispie treats in town. But when she receives a bump on her head, she begins to remember small parts of her previous life as a lethal, top-secret agent",15.858629,89456761,120,What's forgotten is not always gone.,The Long Kiss Goodnight,6.5,314,11412,"['Geena Davis', 'Samuel L. Jackson', 'Yvonne Zima', 'Craig Bierko', 'Tom Amandes']",['Renny Harlin'],1996,tt0116908,posters/poster_11412.jpg,94,285,6.7,4000
9600000,"['Drama', 'Romance']",0,9700,"['cuba', 'fidel castro', 'che guevara']",en,"In Havana, Cuba in the late 1950's, a wealthy family, one of whose sons is a prominent nightclub owner, is caught in the violent transition from the oppressive regime of Batista to the Marxist government of Fidel Castro. Castro's regime ultimately leads the nightclub owner to flee to New York.",3.5885290000000003,4386236,144,0,The Lost City,6.0,24,9700,"['Andy García', 'Richard Bradford', 'Nestor Carbonell', 'Enrique Murciano', 'Dominik García-Lorido']",['Andy García'],2005,tt0343996,posters/poster_9700.jpg,52,165,6.7,957
0,['Horror'],http://www.thelovedonesmovie.com/,46420,"['killing', 'high school', 'female killer', 'revenge', 'prom', 'escape', 'teenager']",en,"Lola Stone asked Brent Mitchell to the prom, but Brent said no, and now he's screwed. What happens when Lola doesn't get what she wants? She enlists Daddy's help to throw a prom of her own, where she is queen and Brent is king -- whether he likes it or not. THE LOVED ONES is what happens when puppy love goes horribly, violently wrong. Brent should have said yes...",4.989985,0,84,Don't break her heart,The Loved Ones,6.6,207,46420,"['Xavier Samuel', 'Jessica McNamee', 'Robin McLeavy', 'Victoria Thaine', 'John Brumpton']",['Sean Byrne'],2009,tt1316536,posters/poster_46420.jpg,182,104,6.7,0
95000000,"['Action', 'Adventure']",0,9342,"['california', 'spy', 'hero', 'horseback riding', 'sword fight', 'revenge']",en,"It has been twenty years since Don Diego de la Vega fought Spanish oppression in Alta California as the legendary romantic hero, Zorro. Having escaped from prison he transforms troubled bandit Alejandro into his successor, in order to foil the plans of the tyrannical Don Rafael Montero who robbed him of his freedom, his wife and his precious daughter.",31.086791,250288523,136,No one has seen his face... but everyone ... knows this mark.,The Mask Of Zorro,6.3,1183,9342,"['Antonio Banderas', 'Anthony Hopkins', 'Catherine Zeta-Jones', 'Stuart Wilson', 'Diego Sieres']",['Martin Campbell'],1998,tt0120746,posters/poster_9342.jpg,156,318,6.7,0
150000000,"['Adventure', 'Action', 'Thriller', 'Science Fiction']",0,605,"['saving the world', 'artificial intelligence', 'man vs machine', 'flying', 'philosophy', 'fortune teller', 'kung fu', 'underground world', 'killer robot', 'temple', 'subway', 'dream', 'sun', 'hero', 'fight', 'sunlight', 'computer virus', 'key', 'future', 'precognition', 'super computer', 'machine town', 'ying yang', 'dying and death', 'virtual reality', 'dystopia', 'computer', 'faith', 'world religion', 'truth', 'rescue', 'mission', 'cyberpunk', 'woman director', 'yin yang', 'gnosticism']",en,The human city of Zion defends itself against the massive invasion of the machines as Neo fights to end the war at another front while also opposing the rogue Agent Smith.,73.313918,424988211,129,Everything that has a beginning has an end.,The Matrix Revolutions,6.4,3096,605,"['Keanu Reeves', 'Laurence Fishburne', 'Carrie-Anne Moss', 'Hugo Weaving', 'Mary Alice']","['Lilly Wachowski', 'Lana Wachowski']",2003,tt0242653,posters/poster_605.jpg,245,2121,6.7,0
30000000,"['Drama', 'History', 'Romance']",0,11400,"['chief', 'colonialism', 'new world']",en,A drama about explorer John Smith and the clash between Native Americans and English settlers in the 17th century.,19.106154,30536013,135,"Once discovered, it was changed forever.",The New World,6.4,330,11400,"['Colin Farrell', ""Q'orianka Kilcher"", 'Christopher Plummer', 'Christian Bale', 'August Schellenberg']",['Terrence Malick'],2005,tt0402399,posters/poster_11400.jpg,222,671,6.7,0
38000000,"['Horror', 'Mystery', 'Thriller']",0,622,"['new york', 'obsession', 'passion for collection', 'southern france', 'mephisto', 'antiquary', 'book', 'picture puzzle', 'castle', 'satanism', 'millionaire']",en,"An all-expenses-paid international search for a rare copy of the book, 'The Nine Gates of the Shadow Kingdom' brings an unscrupulous book dealer deep into a world of murder, double-dealing and satanic worship.",30.359164,58401898,133,Every book has a life of its own.,The Ninth Gate,6.3,756,622,"['Johnny Depp', 'Frank Langella', 'Lena Olin', 'Emmanuelle Seigner', 'Barbara Jefford']",['Roman Polanski'],1999,tt0142688,posters/poster_622.jpg,172,638,6.7,0
35000000,['Drama'],0,12184,"['england', 'sister sister relationship', 'queen', 'kingdom', 'henry viii']",en,"A sumptuous and sensual tale of intrigue, romance and betrayal set against the backdrop of a defining moment in European history: two beautiful sisters, Anne and Mary Boleyn, driven by their family's blind ambition, compete for the love of the handsome and passionate King Henry VIII.",22.939557,0,115,Two sisters divided for the love of a king.,The Other Boleyn Girl,6.4,477,12184,"['Natalie Portman', 'Scarlett Johansson', 'Eric Bana', 'Jim Sturgess', 'Kristin Scott Thomas']",['Justin Chadwick'],2008,tt0467200,posters/poster_12184.jpg,169,252,6.7,0
100000000,"['Action', 'Comedy', 'Crime']",http://www.theotherguys-movie.com/,27581,"['narration', 'ceo', 'fire truck', 'shot in the shoulder', 'zip line', 'buddy comedy', 'carjacking', 'aftercreditsstinger', 'duringcreditsstinger']",en,"NYPD detectives Christopher Danson (Johnson) and P.K. Highsmith (Jackson) are the baddest and most beloved cops in New York City. They don't get tattoos, other men get tattoos of them. Two desks over and one back, sit detectives Allen Gamble (Ferrell) and Terry Hoitz (Wahlberg). You've seen them in the background of photos of Danson and Highsmith, out of focus and eyes closed. They're not heroes, they're ""the other guys."" But every cop has his or her day and soon Gamble and Hoitz stumble into a seemingly innocuous case no other detective wants to touch that could turn into NYC's biggest crime. It's the opportunity of their lives, but do these guys have the right stuff?",24.399642,170432927,107,When the cops are busy... Our only hope is...,The Other Guys,6.1,1383,27581,"['Will Ferrell', 'Mark Wahlberg', 'Eva Mendes', 'Samuel L. Jackson', 'Dwayne Johnson']",['Adam McKay'],2010,tt1386588,posters/poster_27581.jpg,265,316,6.7,16000
40000000,"['Comedy', 'Romance', 'Drama']",http://www.myspace.com/proposalmovie,18240,"['fictitious marriage', 'deportation', 'immigration law', 'romantic comedy', 'alaska', 'naked scene', 'co-worker', 'humiliation', 'book editor', 'fake boyfriend', 'duringcreditsstinger', 'woman director', 'pretend relationship']",en,"When she learns she's in danger of losing her visa status and being deported, overbearing book editor Margaret Tate forces her put-upon assistant, Andrew Paxton, to marry her.",36.238968,317375031,108,Here comes the bribe...,The Proposal,6.7,1804,18240,"['Sandra Bullock', 'Ryan Reynolds', 'Mary Steenburgen', 'Craig T. Nelson', 'Betty White']",['Anne Fletcher'],2009,tt1041829,posters/poster_18240.jpg,224,273,6.7,10000
4000000,"['Comedy', 'Drama', 'Romance']",0,1809,"['love triangle', 'independent film', 'multiple storylines']",en,"The incredibly spoiled and overprivileged students of Camden College are a backdrop for an unusual love triangle between a drug dealer, a virgin and a bisexual classmate.",11.387335,0,110,We all run on instinct,The Rules Of Attraction,6.3,168,1809,"['James Van Der Beek', 'Shannyn Sossamon', 'Ian Somerhalder', 'Jessica Biel', 'Kate Bosworth']",['Roger Avary'],2002,tt0292644,posters/poster_1809.jpg,143,425,6.7,0
85000000,"['Adventure', 'Action', 'Comedy', 'Thriller']",http://www.therundown.com/,10159,"['hunter', 'bounty', 'bounty hunter', 'fight', 'amazon', 'treasure hunt', 'jungle']",en,"When Travis, the mouthy son of a criminal, disappears in the Amazon in search of a treasured artifact, his father sends in Beck, who becomes Travis's rival for the affections of Mariana, a mysterious Brazilian woman. With his steely disposition, Beck is a man of few words -- but it takes him all the discipline he can muster to work with Travis to nab a tyrant who's after the same treasure.",24.107835,80916492,104,cut to the chase,The Rundown,6.4,514,10159,"['Dwayne Johnson', 'Seann William Scott', 'Rosario Dawson', 'Christopher Walken', 'Ernie Reyes, Jr.']",['Peter Berg'],2003,tt0327850,posters/poster_10159.jpg,151,255,6.7,0
60000000,['Drama'],http://www.soloistmovie.com,17332,"['newspaper', 'cello', 'musical', 'violin', 'los angeles']",en,"A Los Angeles journalist befriends a homeless Juilliard-trained musician, while looking for a new article for the paper.",17.299332999999994,31720158,109,Life has a mind of its own,The Soloist,6.6,234,17332,"['Robert Downey Jr.', 'Jamie Foxx', 'Catherine Keener', 'Nelsan Ellis', 'Michael Bunin']",['Joe Wright'],2009,tt0821642,posters/poster_17332.jpg,210,143,6.7,0
32000000,"['Drama', 'Fantasy']",http://www.twowaysthroughlife.com/,8967,"['philosophy', 'father son relationship', 'red hair', 'brother sister relationship', 'sun', 'telegram', 'tree', 'meteor', 'afterlife', 'death of a child', 'independent film', 'spirituality', 'outer space', 'dinosaur', 'voice over', 'very little dialogue', 'tarkovskyesque']",en,"The impressionistic story of a Texas family in the 1950s. The film follows the life journey of the eldest son, Jack, through the innocence of childhood to his disillusioned adult years as he tries to reconcile a complicated relationship with his father. Jack finds himself a lost soul in the modern world, seeking answers to the origins and meaning of life while questioning the existence of faith.",43.862456,54674226,139,Nothing stands still.,The Tree Of Life,6.5,987,8967,"['Brad Pitt', 'Sean Penn', 'Jessica Chastain', 'Hunter McCracken', 'Finnegan Williams']",['Terrence Malick'],2011,tt0478304,posters/poster_8967.jpg,584,975,6.7,39000
8500000,"['Action', 'Crime', 'Drama', 'Thriller']",0,1619,"['gunslinger', 'mexico', 'hotel', 'ransom', 'mexican standoff', 'kidnapping', 'sperm bank', 'from rags to riches', 'surrogate mother', 'money', 'gunfight', 'drifter', 'gangster', 'criminal', 'desert', 'millionaire', 'neo-western']",en,"Parker and Longbaugh are a pair of low-level petty criminals, living off the grid and funding their existence through unconventional and often illegal means. Wanting to move past petty crime, they vow to get the proverbial ""big score.",8.775844000000001,19125401,119,0,The Way Of The Gun,6.4,100,1619,"['Benicio del Toro', 'Ryan Phillippe', 'Juliette Lewis', 'James Caan', 'Taye Diggs']",['Christopher McQuarrie'],2000,tt0202677,posters/poster_1619.jpg,117,327,6.7,1000
0,"['Drama', 'History', 'Family', 'Romance']",0,18840,[],en,"The last movie from the team of Ismail Merchant, James Ivory, and Kazuo Ishiguro. Set in 1930s Shanghai, ""The White Countess"" is both Sofia (Natasha Richardson), a fallen member of the Russian aristocracy, and a nightclub created by a blind American diplomat named Jackson (Ralph Fiennes), who asks Sofia to be the centerpiece of the world he wants to create.",4.4885470000000005,0,135,0,The White Countess,6.9,21,18840,"['Ralph Fiennes', 'Natasha Richardson', 'Hiroyuki Sanada', 'Lynn Redgrave', 'Vanessa Redgrave']",['James Ivory'],2005,tt0384686,posters/poster_18840.jpg,64,78,6.7,356
41300000,"['Comedy', 'Crime']",0,2069,"['bounty', 'gangster boss', 'montreal', 'gangster', 'dentist', 'hoodlum']",en,"A mobster named Jimmy the Tulip agrees to cooperate with an FBI investigation in order to stay out of prison; he's relocated by the authorities to a life of suburban anonymity as part of a witness protection program. It's not long before a couple of his new neighbors figure out his true identity and come knocking to see if he'd be up for one more hit, suburban style.",23.441135,106371651,98,"In the heart of suburbia, a hit man with heart has just moved in.",The Whole Nine Yards,6.2,531,2069,"['Bruce Willis', 'Matthew Perry', 'Rosanna Arquette', 'Michael Clarke Duncan', 'Kevin Pollak']",['Jonathan Lynn'],2000,tt0190138,posters/poster_2069.jpg,129,318,6.7,0
